video_path,frame_idx
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,734
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,756
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,772
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,778
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,785
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,787
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,853
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,880
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,884
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,892
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,897
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,906
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,910
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,923
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,929
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,940
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,944
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,956
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,963
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,981
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,985
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1000
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1010
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1013
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1017
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1045
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1056
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1057
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1071
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1075
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1079
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1102
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1122
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1129
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1133
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1148
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1182
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1185
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1189
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1203
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1215
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1229
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1237
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1241
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1265
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1289
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1294
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1298
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1303
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1306
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1311
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1313
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1315
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1335
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1355
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1377
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1384
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1387
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1412
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1418
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1423
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1425
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1428
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1571
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1575
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1579
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1583
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1587
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1590
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1595
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1603
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1613
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1615
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1653
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1658
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1663
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1674
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1687
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1693
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1696
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1706
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1724
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1730
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1732
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1735
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1739
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1770
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1781
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1800
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1803
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1815
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1827
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1829
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1842
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1847
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1852
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1858
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1880
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1889
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1892
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1895
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1905
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1929
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1945
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1947
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1957
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1985
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1988
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,1991
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2009
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2025
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2037
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2052
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2055
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2056
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2061
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2077
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2080
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2091
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2139
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2202
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2219
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2223
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2252
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2295
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2298
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2299
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2425
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2430
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2596
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2599
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2605
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2608
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2631
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2641
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2660
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2661
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2664
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2706
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2711
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2716
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2720
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2722
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2724
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2728
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2740
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2762
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2772
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2788
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2794
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2799
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2802
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2805
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2806
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2809
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2814
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2822
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2831
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2833
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2860
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2863
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2876
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2878
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2881
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2883
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2897
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2959
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2961
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2976
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2979
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2986
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2993
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,2997
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3002
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3004
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3035
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3041
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3047
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3077
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3089
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3191
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3193
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3195
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3207
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3208
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3211
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3222
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3226
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3239
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3243
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3253
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3263
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3271
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3298
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3300
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3302
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3303
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3304
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3305
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3307
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3308
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3310
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3312
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3313
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3315
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3317
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3319
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3320
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3333
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3343
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3348
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3354
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3357
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3361
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3379
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3381
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3384
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3387
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3390
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3392
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3394
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3405
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3409
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3410
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3414
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3418
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3439
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3442
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3446
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3450
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3451
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3458
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3473
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3497
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3500
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3511
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3516
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3539
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3552
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3580
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3582
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3586
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3589
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3609
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3641
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3652
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3656
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3661
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3674
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3681
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3704
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3708
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3712
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3716
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3763
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3765
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3775
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3779
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3783
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3787
/mnt/home/atanelus/ceph/speaker_ssl/isolate_mother/data/cam_b.avi,3805
